,Partido,Localidad,,,CABLEMODEM,DIAL UP,FIBRA OPTICA,,SATELITAL,WIMAX,,,
MENDOZA,,Los Corralitos,50028040,102,,2,- 0,- 0,,- 0,49,154,
MENDOZA,,OTROS,Sin Datos,- 0,,- 0,- 0,- 0,,- 0,,,
MENDOZA,Guaymallén,,50028050,1.259,- 0,,- 0,- 0,- 0,- 0,,1.378,
,Guaymallén,San Jose,,,- 0,- 0,,,- 0,,- 0,112,
MENDOZA,Guaymallén,Dorrego,,- 0,- 0,- 0,,- 0,- 0,,- 0,1,
MENDOZA,Guaymallén,,50028010,- 0,- 0,,351,- 0,1,- 0,,,
MENDOZA,,,50028050,- 0,,,223,- 0,,- 0,- 0,,
,Guaymallén,Buena Nueva,50028030,,- 0,- 0,230,,1,,- 0,231,
,Guaymallén,Capilla Del Rosario,,,- 0,- 0,,,- 0,- 0,- 0,311,
MENDOZA,,El Sauce,50028030,- 0,,- 0,14,- 0,,- 0,,,
MENDOZA,,,50028050,- 0,,,258,- 0,,- 0,- 0,,
MENDOZA,Guaymallén,,50028050,- 0,- 0,,218,- 0,- 0,- 0,- 0,218,
MENDOZA,,Pedro Molina,50028030,- 0,,,113,- 0,,,- 0,113,
MENDOZA,Junín,Ingeniero Giagnoni,,3.682,- 0,52,,52,- 0,- 0,66,,
,Junín,Junín,50035020,,- 0,5,961,,- 0,- 0,,1.535,
MENDOZA,,,50035030,- 0,,,541,- 0,,,201,743,
MENDOZA,Junín,,50035040,832,- 0,,- 0,- 0,- 0,,175,1.009,
MENDOZA,,,50035050,- 0,,- 0,- 0,- 0,,- 0,774,,
MENDOZA,Junín,,Sin Datos,- 0,- 0,,30,- 0,- 0,- 0,,,
,Junín,Phillips,50035060,,- 0,- 0,- 0,,- 0,- 0,1,1,
MENDOZA,Junín,Rodríguez Peña,,- 0,- 0,- 0,,- 0,- 0,,48,48,
,La Paz,La Paz,,,- 0,- 0,,,- 0,- 0,,388,
,Las Heras,Las Heras,50049050,,7,32,13.713,,6,- 0,722,,
MENDOZA,,,50049040,- 0,,,- 0,- 0,,,- 0,1,
MENDOZA,,Uspallata,50049110,578,,2,558,- 0,,- 0,- 0,1.138,
,Las Heras,El Challao,50049040,,- 0,- 0,198,,- 0,- 0,,,
MENDOZA,Las Heras,El Plumerillo,,- 0,- 0,- 0,,,- 0,- 0,,36,
MENDOZA,Las Heras,,50049040,- 0,- 0,,3,- 0,- 0,,- 0,3,
MENDOZA,,El Zapallar,50049040,- 0,,- 0,84,- 0,,,- 0,84,
MENDOZA,Las Heras,Panquehua,,- 0,- 0,- 0,,- 0,- 0,- 0,,,
,Las Heras,Puente del Inca,,,- 0,- 0,- 0,,1,- 0,,1,
,Lavalle,3 de Mayo,50056150,,- 0,- 0,- 0,,- 0,,21,21,
,Lavalle,Barrio Los Olivos,,,- 0,- 0,,,- 0,,- 0,229,
MENDOZA,,Costa de Araujo,50056080,- 0,,- 0,2,29,,- 0,,156,
MENDOZA,,,50056100,- 0,,,- 0,- 0,,- 0,22,,
MENDOZA,Lavalle,Ingeniero Gustavo André,,,- 0,- 0,,- 0,- 0,- 0,26,26,
,Lavalle,Jocolí,50056120,,- 0,- 0,- 0,,- 0,,27,27,
,Lavalle,Jocolí Viejo,,,- 0,- 0,,,- 0,- 0,,,
MENDOZA,Lavalle,Villa Tulumaya,,- 0,- 0,- 0,,1,- 0,- 0,,379,
MENDOZA,,Agrelo,50063010,1,,- 0,564,- 0,,- 0,67,632,
MENDOZA,Luján de Cuyo,,50063030,18,- 0,,- 0,- 0,- 0,,31,49,
MENDOZA,,,50063070,1.050,,,- 0,- 0,,- 0,,1.099,
MENDOZA,,Luján de Cuyo,50063090,2.450,,29,4.074,608,,- 0,1.829,,
,Luján de Cuyo,Perdriel,,,- 0,4,,,- 0,,58,276,
,Luján de Cuyo,Potrerillos,50063110,,- 0,- 0,1,,4,,32,37,
MENDOZA,,Ugarteche,50063120,- 0,,- 0,123,- 0,,- 0,127,,
MENDOZA,Luján de Cuyo,,50063020,- 0,- 0,,77,- 0,,- 0,,92,
MENDOZA,Luján de Cuyo,Carrodilla,,- 0,- 0,- 0,,101,- 0,- 0,12,662,
,Luján de Cuyo,Chacras De Coria,50063060,,- 0,- 0,913,,- 0,,24,937,
MENDOZA,Luján de Cuyo,,50063040,- 0,- 0,,133,- 0,- 0,- 0,17,,
MENDOZA,,,50063050,- 0,,- 0,- 0,- 0,,- 0,,,
MENDOZA,,El Salto,50063060,- 0,,- 0,- 0,- 0,,,34,34,
MENDOZA,,,50063080,- 0,,,- 0,- 0,,- 0,32,32,
,Luján de Cuyo,Mayor Drummond,50063060,,- 0,- 0,290,,- 0,- 0,,,
,Luján de Cuyo,Vistalba,,,- 0,- 0,,,- 0,- 0,27,,
MENDOZA,Luján de Cuyo,,50063060,- 0,,,110,- 0,- 0,,2,112,
MENDOZA,,Barrancas,50070010,- 0,,- 0,- 0,- 0,,,31,31,
MENDOZA,,,50070030,- 0,,,59,- 0,,- 0,12,,
MENDOZA,Maipú,,50070050,335,1,,1,- 0,- 0,- 0,,,
,Maipú,Maipú,,,2,15,,,- 0,- 0,1.356,6.897,
MENDOZA,Maipú,Rodeo del Medio,,348,- 0,1,,- 0,- 0,,348,697,
MENDOZA,Maipú,Russell,,1.083,- 0,15,,15,- 0,- 0,,,
,Maipú,San Roque,50070090,,- 0,8,3.114,,- 0,- 0,104,,
MENDOZA,,,50070020,- 0,- 0,,- 0,- 0,- 0,,33,33,
MENDOZA,,El Pedregal,50070040,- 0,,- 0,- 0,- 0,,- 0,31,31,
,Maipú,Villa Teresa,50070100,,- 0,- 0,- 0,,- 0,- 0,,,
,Maipú,Coquimbito,,,- 0,- 0,,,- 0,- 0,,5,
MENDOZA,Maipú,,50070040,- 0,- 0,,66,- 0,- 0,,- 0,66,
MENDOZA,,,50070090,- 0,,,321,- 0,,,- 0,321,
MENDOZA,Malargüe,Las Leñas,,- 0,- 0,- 0,,- 0,- 0,- 0,- 0,,
,Malargüe,Malargüe,,,1.613,4,,,3,- 0,,1.652,
,Malargüe,Agua Escondida,50077010,,- 0,- 0,1,,2,,- 0,3,
,OTROS,OTROS,,- 0,- 0,- 0,,7,- 0,- 0,- 0,7,
MENDOZA,,Andrade,50084010,- 0,,- 0,- 0,- 0,,- 0,,13,
MENDOZA,Rivadavia,,50084020,- 0,- 0,,- 0,- 0,- 0,- 0,,,
,Rivadavia,Barrio Rivadavia,,,- 0,- 0,,,- 0,- 0,63,63,
,Rivadavia,El Mirador,50084040,,- 0,- 0,1,,- 0,,66,67,
MENDOZA,Rivadavia,La Central,,- 0,- 0,- 0,,- 0,- 0,- 0,,98,
,Rivadavia,La Esperanza,,,- 0,- 0,,,- 0,- 0,,,
MENDOZA,Rivadavia,,50084070,- 0,- 0,,- 0,- 0,- 0,,96,96,
MENDOZA,,,50084080,- 0,,,- 0,- 0,,- 0,60,60,
MENDOZA,,Los Árboles,50084090,- 0,,- 0,- 0,- 0,,- 0,8,,
MENDOZA,Rivadavia,,50084100,- 0,- 0,,- 0,- 0,,- 0,,81,
,Rivadavia,Medrano,50084110,,- 0,1,- 0,,- 0,,3,4,
MENDOZA,Rivadavia,Mundo Nuevo,,,- 0,- 0,,- 0,- 0,,13,13,
MENDOZA,,,50084130,- 0,,,- 0,- 0,,- 0,,61,
MENDOZA,,Rivadavia,50084140,828,,8,2.893,- 0,,- 0,903,,
,Rivadavia,Santa María de Oro,,,- 0,- 0,,,- 0,,42,42,
MENDOZA,San Carlos,Chilecito,,- 0,- 0,- 0,,- 0,- 0,- 0,153,153,
MENDOZA,,,50091030,36,,,- 0,- 0,,- 0,,,
MENDOZA,San Carlos,,50091040,164,- 0,,- 0,- 0,1,- 0,639,,
MENDOZA,San Carlos,,50091060,- 0,,,1,- 0,- 0,- 0,400,568,
MENDOZA,,Pareditas,50091050,- 0,,- 0,86,1,,,33,120,
MENDOZA,San Carlos,Barrio El Cepillo,,- 0,- 0,- 0,,,- 0,- 0,47,,
,San Martín,Alto Salvador,50098090,,- 0,- 0,34,,- 0,- 0,,,
MENDOZA,,Alto Verde,50098020,- 0,,- 0,63,- 0,,,88,151,
MENDOZA,,,50098060,- 0,,,7,- 0,,,32,40,
MENDOZA,San Martín,,50098077,- 0,- 0,,- 0,- 0,- 0,- 0,,,
MENDOZA,,,50098080,- 0,,,- 0,- 0,,- 0,94,,
MENDOZA,San Martín,Nueva California,,- 0,- 0,- 0,,- 0,- 0,,47,47,
,San Martín,OTROS,Sin Datos,,- 0,- 0,- 0,,- 0,- 0,94,94,
,San Martín,Palmira,50098090,,- 0,- 0,515,,- 0,- 0,19,,
,San Martín,San Martín,,,3,- 0,,,1,- 0,,,
MENDOZA,,Tres Porteñas,50098110,- 0,,- 0,3,- 0,,- 0,209,212,
MENDOZA,,,50098073,- 0,,,- 0,- 0,,,59,59,
MENDOZA,San Rafael,25 de Mayo,,- 0,79,1,,- 0,- 0,- 0,,94,
,San Rafael,Cuadro Benegas,50105060,,- 0,2,2.094,,1,- 0,,,
MENDOZA,,El Nihuil,50105070,- 0,,- 0,- 0,- 0,,,89,89,
MENDOZA,San Rafael,,50105100,- 0,1,,- 0,1,- 0,,177,179,
,San Rafael,San Rafael,50105210,,1.757,215,,,- 0,- 0,,6.557,
MENDOZA,San Rafael,Punta del Agua,,- 0,- 0,- 0,,- 0,- 0,- 0,- 0,,
,San Rafael,Las Malvinas,,,- 0,- 0,,,- 0,- 0,54,54,
,San Rafael,Monte Comán,50105150,,- 0,- 0,- 0,,- 0,,431,431,
MENDOZA,,,50105180,- 0,,,- 0,- 0,,- 0,,,
MENDOZA,,Real del Padre,50105190,- 0,,- 0,- 0,- 0,,- 0,,670,
,San Rafael,Salto de Las Rosas,50105200,,- 0,1,- 0,,- 0,,365,366,
,San Rafael,Villa Atuel,,,- 0,- 0,,- 0,- 0,- 0,351,351,
,San Rafael,Jaime Prats,50105110,,- 0,- 0,- 0,,- 0,- 0,,,
,San Rafael,Capitán Montoya,,,- 0,- 0,,,- 0,- 0,,2,
MENDOZA,,Barrio 12 de Octubre,50112010,- 0,,- 0,3,- 0,,,- 0,3,
MENDOZA,,,50112040,- 0,,,1,- 0,,,396,397,
MENDOZA,Santa Rosa,,50112050,- 0,- 0,,- 0,- 0,- 0,- 0,,287,
MENDOZA,,Santa Rosa,50112060,- 0,,- 0,2,- 0,,- 0,,,
MENDOZA,Tunuyán,Los Sauces,,- 0,20,- 0,,- 0,- 0,,- 0,21,
,Tunuyán,Tunuyán,,,1.375,1,11,,- 0,- 0,16,1.876,
MENDOZA,,,50119070,- 0,,,- 0,- 0,,- 0,265,,
MENDOZA,Tunuyán,,50119020,- 0,55,,- 0,- 0,- 0,- 0,,,
,Tunuyán,Colonia Las Rosas,,,- 0,- 0,,,- 0,- 0,199,199,
,Tupungato,San José,50126050,,- 0,- 0,37,,- 0,,17,54,
MENDOZA,,,50126060,517,,,3,- 0,,- 0,598,,
MENDOZA,,Cordón del Plata,50126020,- 0,,- 0,- 0,- 0,,- 0,,344,
MENDOZA,,,50126040,- 0,,- 0,- 0,- 0,,,45,45,
MISIONES,25 de Mayo,,54119060,- 0,- 0,,- 0,538,2,- 0,- 0,540,
,25 de Mayo,Colonia Alicia,54119020,,- 0,- 0,- 0,,- 0,- 0,,,
MISIONES,25 de Mayo,Colonia Aurora,,- 0,- 0,- 0,,10,1,- 0,61,,
MISIONES,25 de Mayo,,54119040,- 0,- 0,,15,40,- 0,,25,80,
MISIONES,,,54119050,- 0,,,30,150,,,50,231,
MISIONES,25 de Mayo,,54119025,- 0,- 0,,- 0,- 0,- 0,,24,24,
MISIONES,,Alba Posse,54119010,- 0,,- 0,40,- 0,,,- 0,40,
MISIONES,Apóstoles,Apóstoles,,1.876,3.510,- 0,,- 0,1,- 0,138,,
,Apóstoles,Azara,,,10,- 0,- 0,,1,- 0,,157,
,Apóstoles,San José,54007060,,- 0,- 0,1,,- 0,,425,591,
,Cainguás,Aristóbulo del Valle,,,1.194,- 0,,,2,- 0,- 0,1.201,
MISIONES,,Campo Grande,54014020,10,,- 0,4,- 0,,- 0,,15,
MISIONES,,,54014030,- 0,,,1.330,- 0,,- 0,,,
,Cainguás,OTROS,,,- 0,- 0,,- 0,6,- 0,- 0,6,
,Cainguás,Salto Encantado,54014080,,42,- 0,- 0,,1,,22,65,
MISIONES,,,54014070,- 0,,,- 0,- 0,,- 0,38,,
MISIONES,Cainguás,,54014050,- 0,- 0,,- 0,- 0,- 0,- 0,,81,
,Candelaria,Bonpland,54021010,,- 0,- 0,- 0,,- 0,- 0,- 0,43,
MISIONES,Candelaria,Candelaria,,873,1,- 0,,- 0,2,,- 0,876,
,Candelaria,Mártires,,,- 0,- 0,,,- 0,- 0,,,
,Candelaria,Profundidad,54021060,,- 0,- 0,- 0,,- 0,- 0,3,,
MISIONES,,,54021080,195,,,- 0,- 0,,,- 0,195,
MISIONES,,Barrio Del Lago,54021005,- 0,,- 0,10.278,- 0,,- 0,- 0,10.278,
,Capital,Garupá,54028010,,1.038,- 0,7.995,,- 0,- 0,,,
MISIONES,Capital,Nemesio Parma,,- 0,- 0,- 0,,,- 0,- 0,,1,
MISIONES,Capital,Posadas,,7.195,70.150,- 0,,12,8,- 0,230,81.208,
,Concepción,Concepción de la Sierra,,,458,- 0,,,1,,154,616,
MISIONES,Concepción,,54035030,- 0,12,,- 0,- 0,- 0,- 0,- 0,,
MISIONES,,,54042010,6,,,- 0,- 0,,- 0,,,
MISIONES,,Eldorado,54042020,7.798,,- 0,- 0,5,,,- 0,7.804,
MISIONES,,,54042060,- 0,- 0,,- 0,1,- 0,- 0,- 0,1,
,Eldorado,Santiago De Liniers,54042080,,- 0,- 0,- 0,,- 0,- 0,,1,
MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,,- 0,- 0,- 0,,370,- 0,- 0,- 0,,
MISIONES,,,54049030,- 0,,,- 0,5,,,- 0,5,
MISIONES,,El Soberbio,54056010,- 0,,- 0,- 0,520,,,532,1.053,
,Guaraní,Fracrán,,,- 0,- 0,,,- 0,- 0,,,
MISIONES,Guaraní,San Vicente,,- 0,- 0,- 0,,20,- 0,- 0,,3.321,
MISIONES,,,54063010,728,,,1,- 0,,- 0,100,2.829,
MISIONES,Iguazú,,54063020,339,- 0,,- 0,- 0,- 0,,- 0,339,
MISIONES,Iguazú,,54063030,1.065,519,,6.489,- 0,3,- 0,,8.076,
MISIONES,,Wanda,54063040,784,,- 0,1,- 0,,- 0,- 0,,
,Leandro N. Alem,Almafuerte,,- 0,- 0,- 0,,1,- 0,,2,3,
,Leandro N. Alem,Arroyo del Medio,54070020,,- 0,- 0,- 0,,- 0,,2,2,
MISIONES,,Caá - Yarí,54070030,- 0,,- 0,- 0,- 0,,- 0,1,,
MISIONES,,,54070040,- 0,,,10,15,,- 0,,,
MISIONES,,,54070050,- 0,,,2,- 0,,,- 0,2,
MISIONES,Leandro N. Alem,,54070060,- 0,- 0,,- 0,20,- 0,,- 0,20,
,Leandro N. Alem,Leandro N. Alem,,,3.515,- 0,,,- 0,- 0,,4.663,
MISIONES,Leandro N. Alem,Olegario V. Andrade,,- 0,- 0,- 0,,- 0,- 0,- 0,7,,
MISIONES,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),,,60,- 0,,- 0,- 0,- 0,- 0,60,
,Libertador Grl. San Martín,Capioví,54077010,,487,- 0,- 0,,1,,402,1.172,
MISIONES,Libertador Grl. San Martín,,54077020,- 0,- 0,,- 0,- 0,,- 0,,,
MISIONES,,Garuhapé,54077030,73,,- 0,- 0,6,,- 0,,775,
,Libertador Grl. San Martín,Puerto Leoni,54077050,,- 0,- 0,- 0,,- 0,,238,238,
,Libertador Grl. San Martín,Puerto Rico,,,1.390,- 0,,,- 0,- 0,65,5.165,
MISIONES,Libertador Grl. San Martín,,54077070,2,270,,- 0,1,1,- 0,,318,
MISIONES,,,54077100,1,,,- 0,- 0,,- 0,- 0,,
MISIONES,Montecarlo,Caraguatay,,- 0,- 0,- 0,,20,- 0,,- 0,20,
,Montecarlo,Montecarlo,,,296,- 0,,,- 0,- 0,- 0,3.083,
,Montecarlo,Puerto Piray,54084050,,- 0,- 0,- 0,,2,- 0,- 0,,
MISIONES,Montecarlo,Taruma,,- 0,- 0,- 0,,,1,- 0,,,
MISIONES,,Alberdi,54091010,- 0,,- 0,23,- 0,,- 0,2,25,
MISIONES,Oberá,,54091020,- 0,,,12,15,1,,- 0,352,
,Oberá,Campo Viera,,,- 0,- 0,,,- 0,- 0,,1,
,Oberá,General Alvear,54091050,,- 0,- 0,9,,- 0,- 0,,,
,Oberá,Guaraní,54091060,,- 0,- 0,22,,- 0,,- 0,27,
MISIONES,Oberá,Los Helechos,,- 0,- 0,- 0,,20,- 0,- 0,- 0,40,
MISIONES,,Oberá,54091080,4.867,,,2.312,22,,- 0,,,
MISIONES,Oberá,,54091090,- 0,- 0,,21,- 0,- 0,- 0,- 0,,
MISIONES,,,54091105,- 0,,,- 0,50,,- 0,- 0,50,
MISIONES,,Panambí Kilómetro 8,54091100,- 0,,- 0,24,50,,,- 0,74,
,Oberá,San Martín,,,- 0,- 0,,,- 0,- 0,- 0,,
,Oberá,Villa Bonita,54091120,,24,- 0,12,,- 0,- 0,,36,
MISIONES,,OTROS,Sin Datos,- 0,,- 0,- 0,4.797,,,- 0,4.797,
MISIONES,,,54098050,237,- 0,,- 0,- 0,2,,321,560,
MISIONES,San Ignacio,Helvecia,,- 0,- 0,- 0,,- 0,- 0,- 0,,50,
,San Ignacio,Hipólito Yrigoyen,,,- 0,- 0,,,- 0,- 0,,,
MISIONES,San Ignacio,,54098080,790,- 0,,2.227,- 0,- 0,,2.143,5.160,
MISIONES,,San Ignacio,54098110,586,,- 0,- 0,- 0,,- 0,1.018,1.605,
MISIONES,,Santo Pipó,54098120,241,,- 0,- 0,- 0,,- 0,475,,
MISIONES,,,54098010,- 0,,,- 0,- 0,,- 0,,26,
,San Ignacio,Corpus,54098020,,- 0,- 0,- 0,,- 0,,652,652,
,San Ignacio,General Urquiza,,,- 0,- 0,,,- 0,,83,83,
MISIONES,San Ignacio,,54098090,- 0,- 0,,- 0,- 0,,- 0,,,
MISIONES,,Roca Chica,54098100,- 0,,- 0,- 0,- 0,,- 0,221,,
MISIONES,,,54105010,- 0,,,- 0,60,,,- 0,60,
MISIONES,,Itacaruaré,54105020,- 0,,- 0,- 0,- 0,,,- 0,95,
,San Javier,Mojón Grande,,,- 0,- 0,,,- 0,- 0,,,
,San Javier,San Javier,54105040,,1.302,- 0,5,,3,- 0,,1.750,
,San Pedro,Cruce Caballero,,,- 0,- 0,34,,- 0,,- 0,34,
MISIONES,San Pedro,OTROS,,- 0,- 0,- 0,,15,- 0,,- 0,15,
MISIONES,,Paraíso,54112020,- 0,,- 0,198,8,,- 0,,216,
MISIONES,San Pedro,,54112030,- 0,- 0,,26,- 0,- 0,- 0,2,,
MISIONES,San Pedro,San Pedro,,- 0,849,- 0,,- 0,- 0,- 0,865,2.578,
,San Pedro,Tobuna,,,- 0,- 0,,,- 0,,2,16,
NEUQUEN,,Aluminé,58007010,- 0,,- 0,- 0,- 0,,- 0,124,,
NEUQUEN,,,58007015,1,,,- 0,- 0,,- 0,,,
,Aluminé,Villa Pehuenia,58007020,,- 0,1,- 0,,3,- 0,676,683,
,Añelo,Añelo,,,3,- 0,,,14,,353,736,
NEUQUEN,Añelo,San Patricio del Chañar,,- 0,824,- 0,,- 0,2,- 0,,2.175,
,Catan LilL,Las Coloradas,58021010,,- 0,2,- 0,,1,- 0,61,,
NEUQUEN,Chos Malal,,58042010,435,- 0,,290,8,4,,385,1.222,
NEUQUEN,,,58042020,- 0,,- 0,- 0,- 0,,- 0,70,70,
,Collón Curá,Piedra del Águila,,,- 0,2,,,2,- 0,,,
NEUQUEN,Collón Curá,Santo Tomás,,- 0,- 0,- 0,,- 0,2,- 0,,2,
,Confluencia,Arroyito,,,- 0,- 0,,,- 0,- 0,22,22,
,Confluencia,Centenario,58035030,,2.037,- 0,2.844,,7,,590,7.599,
NEUQUEN,,,58035040,4.563,,,2,- 0,,- 0,8.182,,
NEUQUEN,,El Chocón,58035050,- 0,,- 0,- 0,- 0,,- 0,,,
NEUQUEN,,,58035060,- 0,,- 0,- 0,- 0,,,100,100,
NEUQUEN,Confluencia,,58035070,5.684,65.457,,14.636,347,39,2,2.218,88.726,
,Confluencia,OTROS,Sin Datos,,- 0,- 0,- 0,,3,- 0,,,
NEUQUEN,Confluencia,Plaza Huincul,,- 0,- 0,- 0,,- 0,3,- 0,1.413,,
NEUQUEN,Confluencia,,58035100,2.357,2.744,,272,10,2,,4.213,9.598,
NEUQUEN,,,58035110,- 0,,,456,- 0,,,1.398,1.856,
,Confluencia,Villa El Chocón,58035120,,- 0,1,- 0,,- 0,- 0,,,
,Confluencia,Vista Alegre Norte,,,- 0,- 0,,,- 0,- 0,,516,
NEUQUEN,,Vista Alegre Sur,58035140,120,,- 0,325,- 0,,,- 0,446,
NEUQUEN,,,58035080,32,,,418,- 0,,,- 0,450,
NEUQUEN,Confluencia,,58035020,- 0,- 0,,8,- 0,- 0,- 0,,8,
NEUQUEN,,Junín de los Andes,58049010,390,,2,1.377,- 0,,- 0,1.373,,
NEUQUEN,Lácar,San Martín de los Andes,,7.767,847,- 0,,- 0,5,,796,14.451,
,Lácar,Villa Lago Meliquina,,,- 0,- 0,,,- 0,,327,353,
NEUQUEN,,,58063010,- 0,,,- 0,- 0,,- 0,60,,
NEUQUEN,Loncopué,,58063020,- 0,1.116,,- 0,- 0,6,- 0,,1.219,
NEUQUEN,Los Lagos,,58070010,1.447,- 0,,- 0,9,1,,236,1.702,
NEUQUEN,,Villa Traful,58070020,- 0,,- 0,- 0,- 0,,,- 0,4,
,Minas,Andacollo,,150,- 0,2,,- 0,2,- 0,135,,
,Minas,Huinganco,58077020,,- 0,1,- 0,,1,- 0,,42,
,Minas,Las Ovejas,,,- 0,- 0,,,- 0,,56,56,
NEUQUEN,Minas,Varvarco,,- 0,- 0,- 0,,- 0,- 0,,20,20,
NEUQUEN,,,58077070,- 0,,,- 0,- 0,,- 0,,20,
NEUQUEN,Minas,,58077050,- 0,- 0,,- 0,- 0,- 0,- 0,,,
NEUQUEN,Ñorquín,Caviahué,,- 0,- 0,1,,- 0,3,- 0,179,183,
,Ñorquín,Copahue,58084020,,- 0,- 0,,,- 0,,22,22,
NEUQUEN,,El Cholar,58084030,- 0,,- 0,- 0,- 0,,- 0,65,,
NEUQUEN,,,58084040,- 0,- 0,,- 0,- 0,4,- 0,,,
,Ñorquín,Taquimilán,58084050,,- 0,- 0,- 0,,- 0,- 0,35,35,
NEUQUEN,Pehuenches,Barrancas,,- 0,- 0,- 0,,- 0,1,,30,31,
NEUQUEN,Pehuenches,Buta Ranquil,,- 0,- 0,- 0,,- 0,3,- 0,,,
,Pehuenches,Rincón de los Sauces,,,46,5,,,5,- 0,382,,
NEUQUEN,Picún Leufú,,58098020,- 0,- 0,,- 0,- 0,1,,301,302,
NEUQUEN,,,58105010,- 0,,,- 0,- 0,,- 0,- 0,- 0,
,Picunches,Las Lajas,58105030,,- 0,2,- 0,,1,- 0,,,
NEUQUEN,Picunches,La Buitrera,,- 0,- 0,- 0,,- 0,1,- 0,,1,
,Zapala,Mariano Moreno,58112020,,- 0,1,- 0,,2,,17,55,
NEUQUEN,Zapala,Zapala,,3.315,- 0,29,,,1,- 0,2.400,7.209,
NEUQUEN,,Los Catutos,58112010,- 0,,- 0,- 0,- 0,,- 0,,,
RIO NEGRO,25 de Mayo,,62091010,- 0,,,- 0,- 0,- 0,- 0,19,,
RIO NEGRO,25 de Mayo,,62091020,- 0,- 0,,30,- 0,- 0,- 0,- 0,30,
RIO NEGRO,,,62091030,- 0,,,- 0,- 0,,,- 0,1,
RIO NEGRO,25 de Mayo,El Caín,,- 0,- 0,- 0,,- 0,2,- 0,- 0,,
,25 de Mayo,Ingeniero Jacobacci,,,- 0,3,,,2,- 0,,,
RIO NEGRO,,,62091060,- 0,,- 0,- 0,- 0,,,44,46,
RIO NEGRO,25 de Mayo,,62091070,- 0,- 0,,- 0,- 0,5,,179,184,
RIO NEGRO,25 de Mayo,Pilquiniyeu,,,- 0,- 0,,- 0,1,- 0,,1,
,9 de Julio,Comicó,62049010,,- 0,- 0,- 0,,2,- 0,,,
RIO NEGRO,9 de Julio,,62049020,- 0,- 0,,- 0,- 0,,,- 0,2,
RIO NEGRO,,Ministro Ramos Mexía,62049030,- 0,,- 0,6,- 0,,- 0,146,153,
RIO NEGRO,,,62049040,- 0,,,- 0,- 0,,- 0,- 0,,
RIO NEGRO,9 de Julio,,62049050,- 0,- 0,,7,- 0,1,- 0,,93,
,9 de Julio,Yaminué,,,- 0,- 0,,,- 0,,2,2,
RIO NEGRO,9 de Julio,Treneta,,- 0,- 0,- 0,,- 0,- 0,,2,2,
RIO NEGRO,Adolfo Alsina,,62007020,- 0,- 0,,- 0,- 0,- 0,- 0,,590,
RIO NEGRO,,Guardia Mitre,62007040,- 0,,- 0,- 0,- 0,,- 0,184,,
RIO NEGRO,,San Javier,62007080,- 0,,- 0,- 0,- 0,,,211,212,
RIO NEGRO,,,62007090,2.610,,,10.701,92,,,479,15.100,
,Avellaneda,Chimpay,62014030,,- 0,- 0,14,,3,- 0,,17,
,Avellaneda,Choele Choel,,,1.720,1,,,2,- 0,19,,
RIO NEGRO,Avellaneda,Coronel Belisle,,- 0,- 0,- 0,,- 0,1,- 0,5,195,
,Avellaneda,Darwin,,,- 0,- 0,,,1,,1,143,
RIO NEGRO,Avellaneda,,62014070,- 0,1.616,,13,- 0,1,- 0,,,
RIO NEGRO,,Luis Beltrán,62014080,- 0,,1,203,- 0,,- 0,,1.659,
,Avellaneda,Pomona,,,194,- 0,,,5,,2,201,
RIO NEGRO,Bariloche,El Bolsón,,3.231,- 0,- 0,,- 0,2,- 0,979,5.612,
RIO NEGRO,,,62021050,- 0,,,- 0,- 0,,- 0,,,
RIO NEGRO,,San Carlos de Bariloche,62021060,15.034,,212,12.990,15.215,,- 0,2.196,,
,Bariloche,Villa Catedral,,,- 0,- 0,,,- 0,,- 0,133,
,Bariloche,Villa Llao Llao,62021030,,- 0,- 0,- 0,,- 0,- 0,- 0,218,
,Bariloche,Villa Los Coihues,62021100,,- 0,- 0,- 0,,1,- 0,- 0,,
RIO NEGRO,Bariloche,Villa Mascardi,,- 0,- 0,- 0,,- 0,- 0,- 0,,,
RIO NEGRO,,,62021040,- 0,,,- 0,- 0,,- 0,- 0,1,
RIO NEGRO,Conesa,,62028020,87,- 0,,1.036,- 0,1,,22,1.146,
RIO NEGRO,Conesa,OTROS,,- 0,- 0,- 0,,- 0,1,- 0,,1,
,El Cuy,El Cuy,,,- 0,7,,,3,- 0,,,
RIO NEGRO,El Cuy,Las Perlas,,- 0,- 0,- 0,,- 0,1,- 0,144,353,
,El Cuy,Mencué,62035050,,- 0,- 0,- 0,,2,,- 0,2,
RIO NEGRO,El Cuy,,62035080,- 0,- 0,,- 0,- 0,1,- 0,7,,
RIO NEGRO,,,62035010,- 0,,- 0,- 0,- 0,,- 0,,3,
RIO NEGRO,,Naupa Huen,62035060,- 0,,- 0,1,- 0,,,- 0,1,
RIO NEGRO,,,62035020,- 0,,,1,- 0,,- 0,- 0,1,
,General Roca,Allen,62042010,,- 0,17,2,,4,- 0,,,
,General Roca,Barda del Medio,,,- 0,1,,,1,- 0,260,,
RIO NEGRO,General Roca,,62042080,- 0,,,- 0,- 0,- 0,,6,6,
RIO NEGRO,,Barrio El Labrador,62042120,- 0,,- 0,35,- 0,,,56,91,
,General Roca,Barrio Guerrico,,,- 0,4,89,,- 0,- 0,,,
